source,target,edge_track_name,spotify_track_name,spotify_artists,track_name_conincides,artists_coincides,id,preview,error
Denom,JC Reyes,Dembow 2,Dembow 2,"La Fortaleza Real, Denom, JC Reyes, Jehza, Dvice, Joniel, Juanka",TRUE,TRUE,0I6E3RT5yBKOaFfaYrdSha,https://p.scdn.co/mp3-preview/8e90d74e875fe0c6c9f54223b1767e23bdad6d2d?cid=774b29d4f13844c495f206cafdad9c86,
Denom,Juanka,Dembow 2,Dembow 2,"La Fortaleza Real, Denom, JC Reyes, Jehza, Dvice, Joniel, Juanka",TRUE,TRUE,0I6E3RT5yBKOaFfaYrdSha,https://p.scdn.co/mp3-preview/8e90d74e875fe0c6c9f54223b1767e23bdad6d2d?cid=774b29d4f13844c495f206cafdad9c86,
Denom,Arce,Bengala,Bengala,"Arce, Denom",TRUE,TRUE,49FHrJRo7LTlNI2KPwpMVd,https://p.scdn.co/mp3-preview/8aa8fd943d42578ac34b1e8efba3c4c1a5f065ce?cid=774b29d4f13844c495f206cafdad9c86,
Denom,Carlitos Rossy,Cuando Tu Me Llamas,Cuando Tu Me Llamas,"La Fortaleza Real, Carlitos Rossy, Denom, Kris R., El Cejas",TRUE,TRUE,1hnL6t82BYPRQZcvkFt7ZM,https://p.scdn.co/mp3-preview/17a9254d421a439cf3fb20e18b1fd0010c8be047?cid=774b29d4f13844c495f206cafdad9c86,
Denom,Hard GZ,Ayer (feat. Lía Kali),Ayer (feat. Lía Kali),"Hard GZ, Denom, Lupita's Friends, Lia Kali",TRUE,TRUE,3TqKXQsdNYeQ3eoSSpD49c,https://p.scdn.co/mp3-preview/d7b214cca1cf5fc4c2ad397ceb5cc8d0d44210fb?cid=774b29d4f13844c495f206cafdad9c86,
Denom,Lupita's Friends,Ayer (feat. Lía Kali),Ayer (feat. Lía Kali),"Hard GZ, Denom, Lupita's Friends, Lia Kali",TRUE,TRUE,3TqKXQsdNYeQ3eoSSpD49c,https://p.scdn.co/mp3-preview/d7b214cca1cf5fc4c2ad397ceb5cc8d0d44210fb?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Juancho Marqués,Algo Mejor,Algo Mejor,"Maka, Juancho Marqués",TRUE,TRUE,2MOLOFriBYS30s0lO052qe,https://p.scdn.co/mp3-preview/663d5f63cb1c6740d33bac78132eea978e65bd45?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Pablo Chill-E,Habana,Habana,"Maka, Pablo Chill-E",TRUE,TRUE,4sBW4sZdNYpXaTRKSf2Xw6,https://p.scdn.co/mp3-preview/01277d2ce93c2c84cc357022d2a10402858a2891?cid=774b29d4f13844c495f206cafdad9c86,
Maka,DELLAFUENTE,Bésame,Bésame,"Maka, DELLAFUENTE",TRUE,TRUE,5Lrdl9ymhibAXxkAWvUy8M,https://p.scdn.co/mp3-preview/10216a914f752647fc7358986df93472301b7864?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Morad,Siempre Que Amanece,Siempre Que Amanece,"Maka, DELLAFUENTE, Morad",TRUE,TRUE,4AsrtM9cxSYQJLp1978fm4,https://p.scdn.co/mp3-preview/d5d9e283a006133f7542bf0e2b1bebb6e112565b?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Israel B,Mentiras de Cine,Mentiras de Cine,"Maka, Israel B",TRUE,TRUE,7pJiSzEy2kZI2LdC0fA2qI,https://p.scdn.co/mp3-preview/a6f57a1540cbc1dfde26cea02b9fe9ef31b29449?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Quimico Ultra Mega,No Me Coja Celo,No Me Coja Celo,"Maka, Quimico Ultra Mega",TRUE,TRUE,1gLE04D7fr624D1yLUxVUl,https://p.scdn.co/mp3-preview/ad527ad45355b0bdd8e7dd6aeaf5cbcae650d9b3?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Denom,Mi Pena,Mi Pena,"Maka, Denom",TRUE,TRUE,5eaEtuXzd41ZlsEivq3KY9,https://p.scdn.co/mp3-preview/4a360f53f14dfce452a247c6eb5fcb79330dd90f?cid=774b29d4f13844c495f206cafdad9c86,
Maka,Rvfv,Lejos de Mi,LEJOS DE TI,Mora,FALSE,FALSE,6s9NA1yozoB5fHprO2wVs2,https://p.scdn.co/mp3-preview/ba689e9827eade9b4e1b42e0ed98c13e0f7b7998?cid=774b29d4f13844c495f206cafdad9c86,
El Jincho,Calero LDN,All Start,All Start,"El Jincho, Lopes, Calero LDN, Lolo en el Microfono, Damaco",TRUE,TRUE,6riTfJKxSYDhr0P6zeRXjv,https://p.scdn.co/mp3-preview/aeecbc132450f8f5853d8bb7087068e7d47349c2?cid=774b29d4f13844c495f206cafdad9c86,
El Jincho,Quimico Ultra Mega,Esto Está Que Flipas,Esto Está Que Flipas,"El Jincho, Quimico Ultra Mega",TRUE,TRUE,7wx4zz6vy68YsNBnn4RJD8,https://p.scdn.co/mp3-preview/05f9b09571e23eda2f14aa88a1979c214dd051da?cid=774b29d4f13844c495f206cafdad9c86,
El Jincho,Denom,A Mi Lao,A Mi Lao,"Denom, El Jincho, el alquimista, Hades",TRUE,TRUE,1ipZJqlNZif93STPS2z0jR,https://p.scdn.co/mp3-preview/4113dee45559ab23eaf1a50e9090560da61b09e5?cid=774b29d4f13844c495f206cafdad9c86,
El Jincho,JC Reyes,Banda Organizada,Banda Organizada,"El Jincho, Lopes, JC Reyes",TRUE,TRUE,4P2xJVlLAHRcJbmBlyqaA1,https://p.scdn.co/mp3-preview/51151228b719357f7499f62b4d703b65bc93d36b?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Israel B,Tengo Dinero (feat. Israel B),Tengo Dinero (feat. Israel B),"Dollar Selmouni, Israel B, Kvinz",TRUE,TRUE,22kIioP1l9798XJOCUUMbc,https://p.scdn.co/mp3-preview/a9a60addb7e8fe141633c37e99318f865a00a6bc?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Natos y Waor,Maldito Dinero,Maldito Dinero,"Dollar Selmouni, Natos y Waor, Foyone",TRUE,TRUE,2DeH5nLELPaVUppxrAA36M,https://p.scdn.co/mp3-preview/e755360f9b8b9797d4a02eaaf3e7035263bcdacb?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Foyone,Maldito Dinero,Maldito Dinero,"Dollar Selmouni, Natos y Waor, Foyone",TRUE,TRUE,2DeH5nLELPaVUppxrAA36M,https://p.scdn.co/mp3-preview/e755360f9b8b9797d4a02eaaf3e7035263bcdacb?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Juancho Marqués,Vente Conmigo,Vente Conmigo,"Dollar Selmouni, Kvinz, Juancho Marqués",TRUE,TRUE,6Mfaxn9nmQN7PHGxhUOaKc,https://p.scdn.co/mp3-preview/fd0f4ae72f7037339e02735436f9dbdd85aba273?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Denom,Esto Es Así (feat. Denom & Kvinz),Esto Es Así (feat. Denom & Kvinz),"Dollar Selmouni, Denom, Kvinz",TRUE,TRUE,7mh9ZPhWXgedEiFqRW5t1f,https://p.scdn.co/mp3-preview/0e86d2d40712bc672a8218aee8555180d85d934a?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Blasfem,Pide lo que quieras,Pide lo que quieras,"Blasfem, Dollar Selmouni",TRUE,TRUE,6uEXT9v9uFWHeS0uHxV0oA,https://p.scdn.co/mp3-preview/9fb74d99a8f3b0a590aea4e433fb97eb211728eb?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,JC Reyes,No Saben Como Vivo,No Saben Como Vivo,"Dollar Selmouni, JC Reyes, Lucas Otero",TRUE,TRUE,76Uh13sk4vhuVtQHq4VB3d,https://p.scdn.co/mp3-preview/9b5ea9d538539ef6703ec8117695c3e908ecf701?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Ayax y Prok,Guajiro,Guajiro,"Ayax y Prok, Dollar Selmouni, Dj Keru",TRUE,TRUE,609cIr1XRRW2CugWafHTWi,https://p.scdn.co/mp3-preview/e543da8c13fbc804abd5e46883f43ebe82a0945b?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Soge Culebra,Se Apagó la Luz,Se Apagó la Luz,"Soge Culebra, Dollar Selmouni",TRUE,TRUE,0cev8MMOm4icrJmWRiISww,https://p.scdn.co/mp3-preview/01146c738e048ad71a4214a17979bc5fda8c32f6?cid=774b29d4f13844c495f206cafdad9c86,
Dollar Selmouni,Mala Rodríguez,Hasta el Cielo,Hasta el Cielo,"Carlos Jean, Mala Rodríguez, Dollar Selmouni, Carolina Yuste",TRUE,TRUE,2VErXajfFhHxb7GXngeKrI,https://p.scdn.co/mp3-preview/d2e1a63221f41dc8a5e6e38643e45ca70a72bad5?cid=774b29d4f13844c495f206cafdad9c86,
Carlos Ponce,Anahí,Rendirme En Tu Amor - feat. Carlos Ponce,Rendirme En Tu Amor - feat. Carlos Ponce,"Anahí, Carlos Ponce",TRUE,TRUE,0xSxoiwKRZy1rECUvnfzzM,https://p.scdn.co/mp3-preview/7288baefc82807d5b47d7b5c27349a0b8638367c?cid=774b29d4f13844c495f206cafdad9c86,
Jenny And The Mexicats,Vetusta Morla,El Telón,El Telón,"Jenny And The Mexicats, Vetusta Morla",TRUE,TRUE,1Sfu9vmM6iyv49da9zJd45,https://p.scdn.co/mp3-preview/1fc253bf5063ef6886158fea37f32a04f3c6e606?cid=774b29d4f13844c495f206cafdad9c86,
Antônio Carlos Jobim,Stan Getz,Só Danço Samba,Só Danço Samba,"Stan Getz, João Gilberto, Antônio Carlos Jobim",TRUE,TRUE,0LS3cTpTm5zPTmBcyIDfOJ,https://p.scdn.co/mp3-preview/c7619dcabfa22fb0bc9a82dc447536b8c01f31bc?cid=774b29d4f13844c495f206cafdad9c86,
Daniela Spalla,Bandalos Chinos,Bailando Lentos,Bailando Lentos,"Daniela Spalla, Bandalos Chinos",TRUE,TRUE,3wLoHa8a0G7oIYWq65GopE,https://p.scdn.co/mp3-preview/57d9a79ed07d6026776a7b032811ba71f944f196?cid=774b29d4f13844c495f206cafdad9c86,
Daniela Spalla,Esteman,Te Alejas Más De Mí,Te Alejas Más De Mí,"Esteman, Daniela Spalla",TRUE,TRUE,62xokumU0wMqOSsBuefhmB,https://p.scdn.co/mp3-preview/3a007911970e23db9c6e28b59180c3288edd68f4?cid=774b29d4f13844c495f206cafdad9c86,
Daniela Spalla,Elsa y Elmar,Transatlántico - Versión Acústica,Transatlántico - Versión Acústica,"Daniela Spalla, Elsa y Elmar",TRUE,TRUE,2wZgk5gz8wCoHE9crXp997,https://p.scdn.co/mp3-preview/db8c7fc9fb336f67229a7a95f199c2d388c72da6?cid=774b29d4f13844c495f206cafdad9c86,
Conociendo Rusia,Leiva,Mundo de Cristal,Mundo de Cristal,"Conociendo Rusia, Leiva",TRUE,TRUE,3iiVtn6BvOjDaV7YSBo2qX,https://p.scdn.co/mp3-preview/2106b8c3056a4cc86607162ff68f31fc9e8c8f71?cid=774b29d4f13844c495f206cafdad9c86,
Conociendo Rusia,Fito Paez,Tu Encanto,Tu Encanto,"Conociendo Rusia, Fito Paez",TRUE,TRUE,0zRCH3vyASd7BEQ6bFdbol,https://p.scdn.co/mp3-preview/39e245ed91b0e21e35cbbd31b326c7b2638ff683?cid=774b29d4f13844c495f206cafdad9c86,
Conociendo Rusia,León Gieco,No Se Borra,No Se Borra,"Conociendo Rusia, Nico Cotton, León Gieco, Zoe Gotusso",TRUE,TRUE,6YAoJWrh22Luk5X7k3oGJl,https://p.scdn.co/mp3-preview/3f91b8d50d60f0f731ee005c5f801e88b4883ff7?cid=774b29d4f13844c495f206cafdad9c86,
Conociendo Rusia,Zoe Gotusso,No Se Borra,No Se Borra,"Conociendo Rusia, Nico Cotton, León Gieco, Zoe Gotusso",TRUE,TRUE,6YAoJWrh22Luk5X7k3oGJl,https://p.scdn.co/mp3-preview/3f91b8d50d60f0f731ee005c5f801e88b4883ff7?cid=774b29d4f13844c495f206cafdad9c86,
Loquillo,Leiva,"Rock de Europa (feat. Ariel Rot, Leiva) - Directo Granada 2014","Rock de Europa (feat. Ariel Rot, Leiva) - Directo Granada 2014","Loquillo, Ariel Rot, Leiva",TRUE,TRUE,3gyacXq2huxyIF9S1wklvi,https://p.scdn.co/mp3-preview/dfa1b068c87283249997fbb433031c60c1ee1392?cid=774b29d4f13844c495f206cafdad9c86,
Loquillo,Mikel Erentxun,Canción de despedida (feat. Mikel Erentxun) - Nueva mezcla; 2017 Remaster,,,FALSE,,,FALSE,
Loquillo,Andrés Calamaro,"El hombre de negro (feat. Jaime Urrutia, Andrés Calamaro y Bunbury)",,,FALSE,,,FALSE,
Loquillo,Bunbury,"El hombre de negro (feat. Jaime Urrutia, Andrés Calamaro y Bunbury)","El hombre de negro (feat. Jaime Urrutia, Andrés Calamaro y Bunbury)","Loquillo, Andrés Calamaro, Bunbury, Jaime Urrutia",TRUE,TRUE,60oRmk1tWfwWdIqRtSxPDY,https://p.scdn.co/mp3-preview/4dab3ee8a558d47d6be5773bfe21d56acdc17fd4?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Daniel Calveti,Sana Nuestra Nación,Sana Nuestra Nación,"Generación 12, Daniel Calveti, Stefy Espinosa, Johan Manjarrés",TRUE,TRUE,49IbF8GUf6pGhqjR3iNGu9,https://p.scdn.co/mp3-preview/55c1494d1fd5fb89e3c79cb9b5fc1fc8ff26d129?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Musiko,Es por Fe,Es por Fe,"Generación 12, Musiko, Stefy Espinosa",TRUE,TRUE,08TSCtVrDwbShoX72DOG23,https://p.scdn.co/mp3-preview/4707a42f336e8746c5a3ac8705844dc3c1a5ac61?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Jay Kalyl,Unidos Somos Más Fuertes,Unidos Somos Más Fuertes,"Generación 12, Jay Kalyl",TRUE,TRUE,50OAZ16SOAKSfp8ksaDOZF,https://p.scdn.co/mp3-preview/50614f82a7fabb86b8a89a0b79022b36630efde3?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Christine D'Clario,Todo Lo Haces Nuevo,Todo Lo Haces Nuevo,"Generación 12, Christine D'Clario",TRUE,TRUE,6dbNKCUB2HwCdAB7aGgyu4,https://p.scdn.co/mp3-preview/73d247122b98665603183bafe3794f389b7e28c1?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Marco Barrientos,La Sangre De Jesús,La Sangre De Jesús,"Generación 12, Marco Barrientos",TRUE,TRUE,0Ye5qupIHoDGqRzi1hjLTG,https://p.scdn.co/mp3-preview/6ef1dd8b808546ff84a29efe3bfeefa88be29a27?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Miel San Marcos,Tu Nombre Santo Es (Feat. Miel San Marcos),Tu Nombre Santo Es (Feat. Miel San Marcos),"Generación 12, Miel San Marcos",TRUE,TRUE,4poExKERVNwn7qzdr1I8gj,https://p.scdn.co/mp3-preview/8ad2560d23b35cd7ffc1e46ac7c480c068c56c5f?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Redimi2,Tu Amor No Tiene Fin (feat. Redimi2),Tu Amor No Tiene Fin (feat. Redimi2),"Generación 12, Redimi2",TRUE,TRUE,2rMEnJMZCvD0vvMA7x9Ffq,https://p.scdn.co/mp3-preview/1a045c9d5a873ab8346341e231d16f655e7a3fa4?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Evan Craft,Libre Soy (feat. Evan Craft),Libre Soy (feat. Evan Craft),"Generación 12, Evan Craft",TRUE,TRUE,00l9aVohTVwDYdtYmJBqFf,https://p.scdn.co/mp3-preview/b66622cf20f71532f867544e77f877632f6103be?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Marcela Gandara,Dios Incomparable (feat. Marcela Gandara),Dios Incomparable (feat. Marcela Gandara),"Generación 12, Marcela Gandara",TRUE,TRUE,0SuaZWKn5YAvxbHoLtCOv5,https://p.scdn.co/mp3-preview/f3f5562a02b4d6a754c1f138f5a5c358e6224e74?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Alex Campos,Eres Todo Para Mi (feat. Alex Campos)),Eres Todo Para Mi (feat. Alex Campos)),"Generación 12, Alex Campos",TRUE,TRUE,3vAnKEiuCiAMhrCTHrVB28,https://p.scdn.co/mp3-preview/758e6c362ac73551daab450be68bb34e7a12f048?cid=774b29d4f13844c495f206cafdad9c86,
Generación 12,Essential Worship,Dios De Avivamiento,Dios De Avivamiento,"Generación 12, Essential Worship",TRUE,TRUE,2oK5Vp8bA0vaRJhQmhdC7B,https://p.scdn.co/mp3-preview/6ff5dd029cecb1e9e134de7e5c9941ca674eeb43?cid=774b29d4f13844c495f206cafdad9c86,
Ingrid Rosario,Miel San Marcos,Mi Dios,Mi Dios,"Miel San Marcos, Ingrid Rosario",TRUE,TRUE,2sv8SthOOhWNAd9diJG7d2,https://p.scdn.co/mp3-preview/b13444980eaaa27f44ce4818a4b14bd74bcc3257?cid=774b29d4f13844c495f206cafdad9c86,
Ingrid Rosario,Daniel Calveti,Way Maker / Abres Caminos - Live,Way Maker / Abres Caminos - Live,"REVERE, Phil Thompson, David & Nicole Binion, Daniel Calveti, Ingrid Rosario",TRUE,TRUE,6UTpWQ28WqKdp7DYB3oLNw,https://p.scdn.co/mp3-preview/62fe12acfa7e18a7bf9eb2a3ea209b007f9fda2e?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Lead,Casualidad,Destino o casualidad,"Melendi, Ha*Ash",FALSE,FALSE,2sMxswHr9wX7kTUHULvJBJ,https://p.scdn.co/mp3-preview/db516fcbb58530ef3ae0d3cc1d238f7c344bb5de?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Alex Zurdo,Sin Tu Amor,Sin Tu Amor,"Musiko, Alex Zurdo",TRUE,TRUE,7zoaxuyAARzX2SqkiHQQqD,https://p.scdn.co/mp3-preview/d5d6f9540b4aea29433911e01029ed06ba9645ab?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Funky,Todo Empezó,Todo Empezó,"Musiko, Funky",TRUE,TRUE,3e02dTpDl3J2LQ0HvlluJn,https://p.scdn.co/mp3-preview/e7878e34ffc6309dd0b42947005234c32d2fd620?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Kike Pavón,Mas Grande Es El,Mas Grande Es El,"Musiko, Kike Pavón",TRUE,TRUE,2iGSaGQuBQ8BbtGbTS9gCt,https://p.scdn.co/mp3-preview/4d3733a423fb88484c781d2126e5fadc10d3a789?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Generación 12,Es por Fe,Es por Fe,"Generación 12, Musiko, Stefy Espinosa",TRUE,TRUE,08TSCtVrDwbShoX72DOG23,https://p.scdn.co/mp3-preview/4707a42f336e8746c5a3ac8705844dc3c1a5ac61?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Jay Kalyl,De Buenas (Remix),De Buenas (Remix),"Josh Gamez, Musiko, Jay Kalyl, Lizzy Parra, Pauneto",TRUE,TRUE,4sfHFLNlP7x0QBRVehMYtv,https://p.scdn.co/mp3-preview/1a5ce5599da1db052254538f8e0f5f4b7d69e5d1?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,Majo y Dan,Gracias,Gracias,"Majo y Dan, Musiko",TRUE,TRUE,5cbf3IJBVg92YU85Asl6p2,https://p.scdn.co/mp3-preview/ac8912d48722d0c1884c71cb8f732527ba0ef2a1?cid=774b29d4f13844c495f206cafdad9c86,
Musiko,DJ Nelson,Me Amas,HACIENDO QUE ME AMAS,Bad Bunny,FALSE,FALSE,26QApq0cuO9brJigr0C0W4,https://p.scdn.co/mp3-preview/de1744c8e57650074a4166f233841b17c36e0117?cid=774b29d4f13844c495f206cafdad9c86,
La Gusana Ciega,Daniela Spalla,Pasiflorine,Pasiflorine,"La Gusana Ciega, Daniela Spalla",TRUE,TRUE,2dGLgeorhk8f54PSm9xPLH,https://p.scdn.co/mp3-preview/3699cbdf0b713eff3ae6bc625c83c374d3009149?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Kaze,Agua Pasá,Agua Pasá,"SFDK, Kaze",TRUE,TRUE,4QXiKcZwVr6MmgBXjsdGdU,https://p.scdn.co/mp3-preview/6d831d5ba76f923d69055e09fd38d31ff4133b48?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Rapsusklei,Esta To Feo,Esta To Feo,"SFDK, Rapsusklei",TRUE,TRUE,732l7rumUnCPHnTCWR3zL1,https://p.scdn.co/mp3-preview/264d2fb27f4c72656cea7335b9c7f503de2434e0?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Beret,Cara B,Cara B,"SFDK, Beret",TRUE,TRUE,2lXPDGSJBfF3tvelCmPfUN,https://p.scdn.co/mp3-preview/e583ff45bd69e62ceba6233b445273a996dbefeb?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Fyahbwoy,Todo Lo Que Importa,Todo Lo Que Importa,"SFDK, Fyahbwoy",TRUE,TRUE,4Z1p2M8ycX5CGzovCXr1QL,https://p.scdn.co/mp3-preview/12451fa85fee91afa1d07927872d8b5114d9b19e?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Movimiento Original,Siguiendo el Curso,Siguiendo el Curso,"SFDK, Movimiento Original",TRUE,TRUE,5dpqeVqKLPSLI7hqtxIlE8,https://p.scdn.co/mp3-preview/204ca8de536d3814fcce4bd18dda5c93f4dd565a?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Green Valley,Cantando Bajo la Vida,Cantando Bajo la Vida,"SFDK, Green Valley",TRUE,TRUE,1b1jXAQOYfzf7iCVJbi49b,https://p.scdn.co/mp3-preview/cb26446f863591925e341ce9233449dd88fedc83?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,ToteKing,$ + €,$ + €,"SFDK, ToteKing",TRUE,TRUE,2JpNQup1KpoFj6B0fvOjKj,https://p.scdn.co/mp3-preview/d4df9bd61ccea77b3e1430cff9e4990a9d9f2d49?cid=774b29d4f13844c495f206cafdad9c86,
SFDK,Morodo,Esta Canción Va Dedicada...,Esta Canción Va Dedicada...,"SFDK, Morodo",TRUE,TRUE,5wEwIQHIpzfEQswCLp3HGM,https://p.scdn.co/mp3-preview/67afba14f50ac6294295033aa72d3d08bfbf6216?cid=774b29d4f13844c495f206cafdad9c86,
Kaze,ToteKing,Dos Días,Dos días en la vida,Fito Paez,FALSE,FALSE,1RzkRugBccBZDTIACA4kv9,https://p.scdn.co/mp3-preview/230134c8e8bd95de7739c60450d25e63a0e4e711?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Rapsusklei,Mil Noches en Vela,Mil Noches en Vela,"Accion Sanchez, Rapsusklei, Green Valley",TRUE,TRUE,2fRP313b0kxKzDGtfC37yW,https://p.scdn.co/mp3-preview/e99af38b671568767c8489cc80a77651b06a0074?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,SFDK,Nunca Pararé,Nunca Pararé,"Green Valley, SFDK",TRUE,TRUE,6GDb3WnVYu4BLCEdSlvY9V,https://p.scdn.co/mp3-preview/7d099ffb0d244e30248797fded582e5938e547ad?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Macaco,Caminando,Caminando,"Green Valley, Macaco",TRUE,TRUE,4kibDZLULCG6VmbccppgDX,https://p.scdn.co/mp3-preview/2e2aabc422672302af326d640f2b6dcab81e9512?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Morodo,Escribe Tu Historia,Escribe Tu Historia,"Green Valley, Morodo",TRUE,TRUE,3xTbHnFWIFK06ejNHmsd3e,https://p.scdn.co/mp3-preview/f3415a8b3121c5887d89f001524f8f2f25488b9b?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Fyahbwoy,Estamos Ready,Estamos Ready,"Green Valley, Fyahbwoy",TRUE,TRUE,6SLObOlFN9aXGTtNTZrFmd,https://p.scdn.co/mp3-preview/8c2f9a0516dccca03bb24ad457ab834579f8aa5f?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Movimiento Original,Cuando Salga el Sol,Cuando Salga el Sol,"Green Valley, Movimiento Original, Rapsusklei, Tiano Bless",TRUE,TRUE,31RhSBXhwiIvekiwWQMNGE,https://p.scdn.co/mp3-preview/65d9f606892cd63f033a47a74fbfbb39170ea9ab?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,Chusterfield,Cypher #3 (Reggae Cypher),Cypher #3 (Reggae Cypher),"Pure Negga, Chusterfield, Green Valley, Rastachai, Killah Man, King Magneto",TRUE,TRUE,2KJNSSe6WzVMDdICcYRlU3,https://p.scdn.co/mp3-preview/bf3141e6f8d552ad66dd88ca334cf8a2d24f6a7d?cid=774b29d4f13844c495f206cafdad9c86,
Green Valley,ToteKing,Red Alerta,Red Alerta,"Macaco, ToteKing, Green Valley, Aziza Brahim",TRUE,TRUE,2E8HzzAk6BKFTmsVQAjTSq,https://p.scdn.co/mp3-preview/08ec9bb9656bb2558500b6fbb3f6d82e65785b1d?cid=774b29d4f13844c495f206cafdad9c86,
Morodo,ToteKing,N.W.O,N.W.O,"Morodo, ToteKing, HDO",TRUE,TRUE,5WKP7lKymg4QRsRBfLYMhg,https://p.scdn.co/mp3-preview/a5cc4001e2ec3166fe6a0f8df131a7770dc41855?cid=774b29d4f13844c495f206cafdad9c86,
Morodo,Movimiento Original,Bendición,Bendición,"Morodo, Movimiento Original, Jimi Rivas, DJ TEE",TRUE,TRUE,45er6LzibKEFvoFATuvZaR,https://p.scdn.co/mp3-preview/4c624e722fa86ec9f2122ba623df3ad656d31c23?cid=774b29d4f13844c495f206cafdad9c86,
Morodo,SFDK,Juanito Manoverde,Juanito Manoverde,"El Canijo de Jerez, SFDK, Morodo",TRUE,TRUE,4h9wQARFAfdxmmC4Pky2s5,https://p.scdn.co/mp3-preview/95aaa2da4c63e5bf5963c4b229ab1718f9eee191?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Kaydy Cain,Perreo Agresivo,Perreo Agresivo,"Kabasaki, Kaydy Cain",TRUE,TRUE,4hK8zqLyUqy3UEMqyB5sos,https://p.scdn.co/mp3-preview/8ae65e33c857c013ba7ef322be8b963b1fd4b2fb?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Israel B,WAOH,WAOH,"Kabasaki, Israel B, Quevedo",TRUE,TRUE,392RMn7DKpoufH8drqqPwT,https://p.scdn.co/mp3-preview/f18d1efcffefbfd80ce4afc394b11e2ef38132c3?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Quevedo,WAOH,WAOH,"Kabasaki, Israel B, Quevedo",TRUE,TRUE,392RMn7DKpoufH8drqqPwT,https://p.scdn.co/mp3-preview/f18d1efcffefbfd80ce4afc394b11e2ef38132c3?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Pepe : Vizio,Kontakto,Kontakto,"Kabasaki, BEA PELEA, Pepe : Vizio",TRUE,TRUE,6QYJHlZkpeKM9ce6eGgrMG,https://p.scdn.co/mp3-preview/7b4d26c5b020301762af0a065a618d3f7a53e85e?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Lennis Rodriguez,Lo Kiere To,Lo Kiere To,"Kabasaki, Lennis Rodriguez, Daniela Garsal",TRUE,TRUE,0xTfOMWhnooBgpz2ZATkrX,https://p.scdn.co/mp3-preview/d38eb2ba16861bf4dba492787bd733b38e78e4c7?cid=774b29d4f13844c495f206cafdad9c86,
Kabasaki,Don Patricio,Supongo,Supongo,"Kabasaki, Don Patricio",TRUE,TRUE,7wwyOQxhXcw30LgFuivWGX,https://p.scdn.co/mp3-preview/487a365952f6942291064b2923adaaa54a4d432f?cid=774b29d4f13844c495f206cafdad9c86,
